,Site,Tag,Array,Genotype,NurseyGroup,FragID,T0_Method,T0_TLE,T0_SA,T0_V,T0_Vcx,T0_SAcx,T6_TLE,T6_SA,T6_V,T6_Vcx,T6_SAcx,T12_TLE,T12_SA,T12_V,T12_Vcx,T12_SAcx,T12_Dead,T12_TOD,CulumativeBreaks,T12_Status,X,T0_FieldTLE,T6_FieldTLE,T0_Vinter,T6_Vinter,T12_Vinter,TLE_0.6,SA_0.6,V_0.6,Vinter_0.6,SAtoV_0.6,TLE_6.12,SA_6.12,V_6.12,Vinter_6.12,SAtoV_6.12,TLE_0.12,SA_0.12,V_0.12,Vinter_0.12,SAtoV_0.12,SAtoTLE_0.6,SAtoTLE_6.12,SAtoTLE_0.12,FieldTLE_0.6,Status
125,Maryland Shoals,4,1,50,9,23,3D,8.34,33.684,7.089,14.671,37.736,11.679,27.116,6.841,11.782,28.497,32.56,87.072,18.33,79.853,102.887,0,13,0,A,,9.4,7.5,7.582,4.941,61.523,3.339,-6.568,-0.248,-2.641,-0.787838976,20.881,59.956,11.489,56.582,0.786497509,24.22,53.388,11.241,53.941,-0.001341467,-1.967056005,2.871318423,2.204293972,-1.9,Unbroken
126,Maryland Shoals,5,1,62,10,22,3D,7.494,25.656,6.78,12.46,NA,1.594,11.815,3.289,4.901,17.966,6.317,21.977,5.67,11.73,29.821,0,13,1,A,,9.3,7.3,5.68,1.612,6.06,-5.9,-13.841,-3.491,-4.068,-0.191793509,4.723,10.162,2.381,4.448,0.283736821,-1.177,-3.679,-1.11,0.38,0.091943313,2.345932203,2.15159856,3.125743415,-2,Broken
127,Maryland Shoals,6,1,13,4,23,3D,3.929,14.12,3.37,4.862,17.982,2.609,23.489,5.583,15.659,39.248,15.906,43.455,8.448,32.656,54.962,0,13,1,A,,5.1,7.3,1.492,10.076,24.208,-1.32,9.369,2.213,8.584,0.017325274,13.297,19.966,2.865,14.132,0.93658477,11.977,29.335,5.078,22.716,0.953910043,-7.097727273,1.501541701,2.449277782,2.2,Broken
128,Maryland Shoals,7,1,36,6,22,3D,7.795,28.472,6.696,12.194,34.784,7.052,43.539,12.328,36.133,62.358,2.702,5.246,1.13,1.52,7.475,0,13,1,A,,7.8,6.7,5.498,23.805,0.39,-0.743,15.067,5.632,18.307,-0.720374383,-4.35,-38.293,-11.198,-23.415,1.110761458,-5.093,-23.226,-5.566,-5.108,0.390387076,-20.27860027,8.802988506,4.560376988,-1.1,Broken
129,Maryland Shoals,8,1,7,3,22,3D,8.827,34.529,8.147,16.23,38.613,23.617,87.375,21.881,113.636,131.309,47.572,176.905,43.137,309.947,251.775,0,13,0,A,,6.9,21.7,8.083,91.755,266.81,14.79,52.846,13.734,83.672,-0.245056768,23.955,89.53,21.256,175.055,0.107813339,38.745,142.376,34.99,258.727,-0.137243429,3.573089926,3.737424337,3.674693509,14.8,Unbroken
130,Maryland Shoals,9,1,44,8,24,3D,7.651,32.949,7.526,14.874,38.178,8.042,39.764,12.483,32.178,58.016,37.059,146.019,40.467,165.381,156.961,0,13,1,A,,8.8,11.9,7.348,19.695,124.914,0.391,6.815,4.957,12.347,-1.192570639,29.017,106.255,27.984,105.219,0.422895327,29.408,113.07,32.941,117.566,-0.769675312,17.42966752,3.661818934,3.844872144,3.1,Broken
131,Maryland Shoals,10,1,1,1,23,3D,5.731,36.628,13.794,21.162,44.599,11.155,34.901,9.429,21.66,44.641,0.1,2,0,0,2,0,13,1,A,,6.6,8.6,7.368,12.231,0,5.424,-1.727,-4.365,4.863,1.046095562,-11.055,-32.901,-9.429,-12.231,Inf,-5.631,-34.628,-13.794,-7.368,Inf,-0.318399705,2.976119403,6.149529391,2,Broken
132,Maryland Shoals,11,2,62,10,21,3D,8.16,33.98,8.96,19.04,NA,10.501,51.527,16.542,54.494,82.291,28.665,129.387,48.02,181.83,169.068,0,13,0,A,,9.8,11,10.08,37.952,133.81,2.341,17.547,7.582,27.872,-0.677491116,18.164,77.86,31.478,95.858,-0.420479782,20.505,95.407,39.06,123.73,-1.097970898,7.495514737,4.286500771,4.652865155,1.2,Unbroken
133,Maryland Shoals,12,2,41,7,21,3D,12.059,42.598,8.748,31.767,59.156,0.492,2.459,0.614,0.847,6.217,0.1,2.5,0,0,2.5,0,13,1,A,,14,0.4,23.019,0.233,0,-11.567,-40.139,-8.134,-22.786,-0.864569882,-0.392,0.041,-0.614,-0.233,Inf,-11.959,-40.098,-8.748,-23.019,Inf,3.470130544,-0.104591837,3.352955933,-13.6,Broken
134,Maryland Shoals,13,2,44,8,23,3D,11.141,39.771,10.867,23.912,49.402,1.33,18.619,5.532,8.648,34.707,14.305,53.142,15.187,37.116,63.934,0,13,1,A,,12.2,1.4,13.045,3.116,21.929,-9.811,-21.152,-5.335,-9.929,-0.294105184,12.975,34.523,9.655,18.813,0.1334864,3.164,13.371,4.32,8.884,-0.160618784,2.155947406,2.660732177,4.225979772,-10.8,Broken
135,Maryland Shoals,14,2,13,4,22,3D,4.063,11.077,2.372,3.788,15.895,7.818,30.214,8,25.636,50.617,25.632,83.544,17.349,81.584,106.178,0,13,0,A,,5.9,7.3,1.416,17.636,64.235,3.755,19.137,5.628,16.22,-0.89314882,17.814,53.33,9.349,46.599,1.038743688,21.569,72.467,14.977,62.819,0.145594869,5.096404794,2.99371281,3.359775604,1.4,Unbroken
136,Maryland Shoals,15,2,50,9,22,3D,10.629,42.482,8.373,19.652,44.858,13.589,55.184,14.18,60.51,89.638,32.995,113.549,23.023,115.308,128.231,0,13,1,A,,10.9,12.8,11.279,46.33,92.285,2.96,12.702,5.807,35.051,-1.182010819,19.406,58.365,8.843,45.955,1.040302642,22.366,71.067,14.65,81.006,-0.141708177,4.291216216,3.007574977,3.177456854,1.9,Broken
137,Maryland Shoals,16,2,1,1,22,3D,9.912,35.236,6.348,20.026,43.697,4.693,20.852,7.205,12.651,33.989,19.25,55.725,12.236,39.151,61.26,0,13,1,A,,10.3,3.9,13.678,5.446,26.915,-5.219,-14.384,0.857,-8.232,-2.656623319,14.557,34.873,5.031,21.469,1.660083055,9.338,20.489,5.888,13.237,-0.996540264,2.756083541,2.395617229,2.194152924,-6.4,Broken
138,Maryland Shoals,17,2,3,2,22,3D,10.183,37.444,7.428,21.612,45.019,23.226,85.671,23.116,122.144,133.812,52.905,204.491,60.219,312.576,247.135,0,13,0,A,,13.1,25.9,14.184,99.028,252.357,13.043,48.227,15.688,84.844,-1.334791946,29.679,118.82,37.103,153.329,-0.310345575,42.722,167.047,52.791,238.173,-1.645137521,3.69753891,4.003504161,3.91009316,12.8,Unbroken
139,Maryland Shoals,18,2,36,6,21,3D,9.603,39.809,13.388,26.073,56.462,8.878,55.997,21.907,58.512,89.494,21.374,107.908,40.808,124.438,137.915,0,13,0,A,,10.6,8.5,12.685,36.605,83.63,-0.725,16.188,8.519,23.92,-0.417360103,12.496,51.911,18.901,47.025,0.088161821,11.771,68.099,27.42,70.945,-0.329198283,-22.32827586,4.154209347,5.785319854,-2.1,Unbroken
140,Maryland Shoals,19,2,31,5,21,3D,9.38,37.611,12.62,26.903,53.295,18.621,70.46,22.838,77.862,103.354,38.397,134.509,32.51,199.295,186.03,0,13,0,A,,8.7,18.9,14.283,55.024,166.785,9.241,32.849,10.218,40.741,0.104939449,19.776,64.049,9.672,111.761,1.052256533,29.017,96.898,19.89,152.502,1.157195982,3.554701872,3.238723706,3.339352793,10.2,Unbroken
141,Maryland Shoals,20,2,7,3,21,3D,10.526,35.249,7.892,19.006,40.932,21.564,79.473,25.043,113.769,130.484,41.097,152.014,39.529,225.623,199.738,0,13,0,A,,9.7,20,11.114,88.726,186.094,11.038,44.224,17.151,77.612,-1.292960047,19.533,72.541,14.486,97.368,0.672170675,30.571,116.765,31.637,174.98,-0.620789372,4.006522921,3.713766447,3.819469432,10.3,Unbroken
142,Maryland Shoals,22,3,1,1,21,3D,5.516,25.61,5.859,11.17,29.69,7.896,29.352,6.751,13.758,33.616,9.319,39.627,10.822,62.888,110.354,0,13,0,A,,6,1.4,5.311,7.007,52.066,2.38,3.742,0.892,1.696,-0.023252755,1.423,10.275,4.071,45.059,-0.686092693,3.803,14.017,4.963,46.755,-0.709345448,1.572268908,7.220660576,3.685774389,-4.6,Unbroken
143,W. Sambo,1,1,1,1,14,3D,8.249,28.108,9.084,16.411,37.293,15.019,60.656,16.841,53.778,81.779,42.506,127.459,41.103,145.083,154.091,0,13,1,A,,8.5,22.3,7.327,36.937,103.98,6.77,32.548,7.757,29.61,0.507454745,27.487,66.803,24.262,67.043,-0.500720494,34.257,99.351,32.019,96.653,0.00673425,4.807680945,2.430348892,2.900166389,13.8,Broken
144,W. Sambo,2,1,7,3,14,3D,6.314,23.333,5.219,8.72,25.498,13.566,54.599,16.641,49.522,76.396,51.274,212.574,95.116,359.043,263.569,0,13,1,A,,7.5,19.5,3.501,32.881,263.927,7.252,31.266,11.422,29.38,-1.189787114,37.708,157.975,78.475,231.046,-1.046100597,44.96,189.241,89.897,260.426,-2.235887711,4.311362383,4.189429299,4.209096975,12,Broken
145,W. Sambo,3,1,62,10,16,3D,10.431,48.643,18.619,31.953,57.449,21.044,93.458,32.921,119.512,139.807,45.611,171.158,69.121,305.271,247.755,0,13,0,A,,9.2,18.8,13.334,86.591,236.15,10.613,44.815,14.302,73.257,0.226310333,24.567,77.7,36.2,149.559,-0.362648269,35.18,122.515,50.502,222.816,-0.136337935,4.222651465,3.162779338,3.482518476,9.6,Unbroken
146,W. Sambo,6,1,3,2,17,3D,8.067,37.246,8.823,17.27,42.642,33.8279,142.047,45.927,232.763,209.008,47.053,219.821,72.938,361.855,270.18,0,13,0,A,,8.5,35.9,8.447,186.836,288.917,25.7609,104.801,37.104,178.389,-1.128580084,13.2251,77.774,27.011,102.081,-0.079080291,38.986,182.575,64.115,280.47,-1.207660375,4.068219666,5.880787291,4.683091366,27.4,Unbroken
147,W. Sambo,7,1,36,6,16,3D,4.537,16.049,4.052,5.796,19,7.626,44.598,16.94,43.174,71.416,20.086,69.126,31.989,90.515,112.803,0,13,0,A,,4.5,9.2,1.744,26.234,58.526,3.089,28.549,12.888,24.49,-1.328056458,12.46,24.528,15.049,32.292,-0.47177334,15.549,53.077,27.937,56.782,-1.799829799,9.242149563,1.968539326,3.413531417,4.7,Unbroken
148,W. Sambo,10,1,41,7,16,3D,10.582,32.065,8.376,18.016,42.042,28.592,97.994,31.388,134.087,153.2,61.086,200.834,52.739,366.063,281.615,0,13,0,A,,15.3,30.8,9.64,102.699,313.324,18.01,65.929,23.012,93.059,-0.706178463,32.494,102.84,21.351,210.625,0.686052567,50.504,168.769,44.363,303.684,-0.020125896,3.660688506,3.16489198,3.341695707,15.5,Unbroken
149,W. Sambo,11,2,62,10,15,3D,12.187,50.205,16.536,35.214,64.756,24.943,99.174,36.486,134.885,145.082,2.272,31.108,11.544,20.101,51.51,0,13,1,A,,13.4,26,18.678,98.399,8.557,12.756,48.969,19.95,79.721,-0.317964584,-22.671,-68.066,-24.942,-89.842,-0.023405269,-9.915,-19.097,-4.992,-10.121,-0.341369853,3.838899341,3.002337788,1.926071609,12.6,Broken
150,W. Sambo,12,2,3,2,16,3D,6.805,34.666,9.01,16.095,38.923,12.95,56.926,19.329,64.523,90.397,16.621,97.417,53.583,122.775,134.985,0,13,0,A,,7.5,14.5,7.085,45.194,69.192,6.145,22.26,10.319,38.109,-0.902394388,3.671,40.491,34.254,23.998,-1.12705042,9.816,62.751,44.573,62.107,-2.029444809,3.622457282,11.02996459,6.392726161,7,Unbroken
151,W. Sambo,15,2,1,1,16,3D,8.496,32.495,6.861,16.514,37.427,13.921,53.241,18.791,45.956,70.368,35.747,138.138,57.797,160.922,154.561,0,13,1,A,,12.3,13.8,9.653,27.165,103.125,5.425,20.746,11.93,17.512,-1.902865596,21.826,84.897,39.006,75.96,-0.443269617,27.251,105.643,50.936,93.472,-2.346135213,3.824147465,3.889718684,3.876665077,1.5,Broken
152,W. Sambo,16,2,13,4,16,3D,2.874,13.669,2.172,3.906,14.328,6.939,21.076,6.147,11.351,27.638,12.093,36.675,9.004,21.127,42.1,0,13,2,A,,4.3,9.2,1.734,5.204,12.123,4.065,7.407,3.975,3.47,-2.864613696,5.154,15.599,2.857,6.919,0.644525304,9.219,23.006,6.832,10.389,-2.220088391,1.822140221,3.026581296,2.495498427,4.9,Broken
153,W. Sambo,19,2,41,7,14,3D,6.769,16.486,3.461,6.673,22.133,0.994,10.179,2.747,3.952,18.028,7.33,18.878,4.746,11.286,31.997,0,13,1,A,,7.1,1.7,3.212,1.205,6.54,-5.775,-6.307,-0.714,-2.007,-1.057866284,6.336,8.699,1.999,5.335,0.272168497,0.561,2.392,1.285,3.328,-0.785697787,1.092121212,1.372948232,4.263814617,-5.4,Broken
154,W. Sambo,20,2,36,6,15,3D,5.556,19.89,5.253,8.132,24.48,13.677,55.896,20.198,61.105,91.317,25.33,109.153,48.914,142.401,154.732,0,13,0,A,,5.5,15.9,2.879,40.907,93.487,8.121,36.006,14.945,38.028,-1.019005054,11.653,53.257,28.716,52.58,-0.535873907,19.774,89.263,43.661,90.608,-1.554878961,4.433690432,4.570239423,4.514160008,10.4,Unbroken
155,W. Sambo,25,3,13,4,18,3D,5.629,31.141,8.004,13.409,33.608,15.549,51.539,12.847,44.29,70.829,26.547,85.829,25.735,85.375,104.237,0,13,0,A,,6.6,18.3,5.405,31.443,59.64,9.92,20.398,4.843,26.038,0.121074057,10.998,34.29,12.888,28.197,-0.676645887,20.918,54.688,17.731,54.235,-0.55557183,2.05625,3.117839607,2.614399082,11.7,Unbroken
156,W. Sambo,26,3,36,6,14,3D,11.603,44.615,15.81,30.813,58.017,22.746,105.778,34.878,112.52,131.843,24.823,132.864,52.853,160.742,166.279,0,13,0,A,,12.2,22.3,15.003,77.642,107.889,11.143,61.163,19.068,62.639,0.210851912,2.077,27.086,17.975,30.247,-0.518959772,13.22,88.249,37.043,92.886,-0.30810786,5.488916809,13.04092441,6.675416036,10.1,Unbroken
